_id;id_transaksi;tanggal;pelanggan.nama;pelanggan.email;pelanggan.tipe;produk.nama_produk;produk.kategori;produk.harga_satuan;produk.jumlah;pembayaran.metode;pembayaran.total_harga;pembayaran.diskon;pembayaran.total_bayar;lokasi.kota;lokasi.provinsi
6a118f6afad9326442663a43;TRX-KL4PNJTO;04/01/2026;Andi Wijaya;user359@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;4;Transfer Bank;80000000;0;80000000;Jakarta;DKI Jakarta
6a118f6afad9326442663a44;TRX-HPBUSREJ;10/11/2025;Rian Hidayat;user360@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;1;Kartu Kredit;20000000;0;20000000;Semarang;Jawa Tengah
6a118f6afad9326442663a45;TRX-JI5JG6YS;07/09/2025;Dewi Lestari;user361@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;4;Transfer Bank;4800000;0;4800000;Semarang;Jawa Tengah
6a118f6afad9326442663a46;TRX-9Q4IGRZQ;20/08/2025;Fahmi Idris;user362@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;1;COD;65000;0;65000;Semarang;Jawa Tengah
6a118f6afad9326442663a47;TRX-OS6Y42RJ;07/01/2026;Eko Prasetyo;user363@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;4;Kartu Kredit;52000000;0;52000000;Jakarta;DKI Jakarta
6a118f6afad9326442663a48;TRX-9PVR80VX;22/05/2025;Dewi Lestari;user364@example.com;Non-Member;Sepatu Sneaker Lokal;Fashion;450000;1;COD;450000;0;450000;Bandung;Jawa Barat
6a118f6afad9326442663a49;TRX-DI9WIB6E;08/04/2026;Andi Wijaya;user365@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;1;Transfer Bank;35000;0;35000;Medan;Sumatera Utara
6a118f6afad9326442663a4a;TRX-LVCN9PAJ;07/02/2026;Rian Hidayat;user366@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;2;COD;130000;0;130000;Semarang;Jawa Tengah
6a118f6afad9326442663a4b;TRX-IMNVLKD0;21/02/2025;Dewi Lestari;user367@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;3;E-Wallet (OVO/Dana);39000000;0;39000000;Makassar;Sulawesi Selatan
6a118f6afad9326442663a4c;TRX-T3D505CJ;24/02/2025;Rian Hidayat;user368@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;1;Transfer Bank;20000000;0;20000000;Makassar;Sulawesi Selatan
6a118f6afad9326442663a4d;TRX-UQNOVXGA;02/03/2026;Rian Hidayat;user369@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;2;COD;70000;0;70000;Jakarta;DKI Jakarta
6a118f6afad9326442663a4e;TRX-W2FDRI3B;18/10/2025;Fahmi Idris;user370@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;4;E-Wallet (OVO/Dana);1800000;0;1800000;Makassar;Sulawesi Selatan
6a118f6afad9326442663a4f;TRX-I6H4R4TU;10/07/2025;Jono Adriansyah;user371@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;4;Transfer Bank;80000000;0;80000000;Surabaya;Jawa Timur
6a118f6afad9326442663a50;TRX-Q17STN4R;12/08/2025;Dewi Lestari;user372@example.com;Non-Member;Kopi Susu Gula Aren 1L;Kuliner;65000;1;E-Wallet (OVO/Dana);65000;0;65000;Sukabumi;Jawa Barat
6a118f6afad9326442663a51;TRX-AE6RRV2E;04/06/2025;Siti Aminah;user373@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;3;COD;1350000;0;1350000;Medan;Sumatera Utara
6a118f6afad9326442663a52;TRX-IIK1UYGN;27/11/2025;Eko Prasetyo;user374@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;1;Transfer Bank;13000000;0;13000000;Sukabumi;Jawa Barat
6a118f6afad9326442663a53;TRX-A0EAK4W9;09/10/2025;Fahmi Idris;user375@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;2;E-Wallet (OVO/Dana);40000000;0;40000000;Bandung;Jawa Barat
6a118f6afad9326442663a54;TRX-7YZN1JMY;01/08/2025;Mega Pertiwi;user376@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;1;COD;35000;0;35000;Medan;Sumatera Utara
6a118f6afad9326442663a55;TRX-6W2KGU7K;01/06/2025;Rian Hidayat;user377@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;3;Kartu Kredit;39000000;0;39000000;Medan;Sumatera Utara
6a118f6afad9326442663a56;TRX-I7HG0OO5;06/10/2025;Jono Adriansyah;user378@example.com;Member;Kursi Gaming Premium;Furniture;2500000;2;E-Wallet (OVO/Dana);5000000;0;5000000;Sukabumi;Jawa Barat
6a118f6afad9326442663a57;TRX-DONUY5Z2;30/04/2025;Mega Pertiwi;user379@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;1;COD;1200000;0;1200000;Semarang;Jawa Tengah
6a118f6afad9326442663a58;TRX-EUBJ2UR3;18/05/2026;Dewi Lestari;user380@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;4;COD;1000000;0;1000000;Jakarta;DKI Jakarta
6a118f6afad9326442663a59;TRX-XAJEUCY6;31/05/2025;Siti Aminah;user381@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;4;E-Wallet (OVO/Dana);140000;0;140000;Sukabumi;Jawa Barat
6a118f6afad9326442663a5a;TRX-MB1V5KBP;12/05/2025;Novianti;user382@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;3;E-Wallet (OVO/Dana);3600000;0;3600000;Semarang;Jawa Tengah
6a118f6afad9326442663a5b;TRX-TMQ34NCO;19/03/2025;Fahmi Idris;user383@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;1;COD;35000;0;35000;Jakarta;DKI Jakarta
6a118f6afad9326442663a5c;TRX-UUAMLOSK;13/05/2026;Eko Prasetyo;user384@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;3;COD;60000000;0;60000000;Medan;Sumatera Utara
6a118f6afad9326442663a5d;TRX-J9GYGGNA;21/09/2025;Fahmi Idris;user385@example.com;Non-Member;Kursi Gaming Premium;Furniture;2500000;3;E-Wallet (OVO/Dana);7500000;0;7500000;Makassar;Sulawesi Selatan
6a118f6afad9326442663a5e;TRX-IFTXSF9G;16/02/2025;Mega Pertiwi;user386@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;4;COD;80000000;0;80000000;Semarang;Jawa Tengah
6a118f6afad9326442663a5f;TRX-Y4OOJ8UH;24/07/2025;Andi Wijaya;user387@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;4;COD;52000000;0;52000000;Makassar;Sulawesi Selatan
6a118f6afad9326442663a60;TRX-1AG97JQ1;05/04/2026;Siti Aminah;user388@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;2;E-Wallet (OVO/Dana);26000000;0;26000000;Surabaya;Jawa Timur
6a118f6afad9326442663a61;TRX-E7SUZSJT;22/10/2025;Fahmi Idris;user389@example.com;Member;Kursi Gaming Premium;Furniture;2500000;2;E-Wallet (OVO/Dana);5000000;0;5000000;Surabaya;Jawa Timur
6a118f6afad9326442663a62;TRX-UHPT09IU;11/07/2025;Jono Adriansyah;user390@example.com;Member;Kursi Gaming Premium;Furniture;2500000;2;E-Wallet (OVO/Dana);5000000;0;5000000;Semarang;Jawa Tengah
6a118f6afad9326442663a63;TRX-RTLUHZ25;08/07/2025;Mega Pertiwi;user391@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;3;Transfer Bank;1350000;0;1350000;Jakarta;DKI Jakarta
6a118f6afad9326442663a64;TRX-3INWWSQ7;02/05/2026;Budi Santoso;user392@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;1;E-Wallet (OVO/Dana);1200000;0;1200000;Makassar;Sulawesi Selatan
6a118f6afad9326442663a65;TRX-E1IO9H53;22/01/2026;Andi Wijaya;user393@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;4;E-Wallet (OVO/Dana);140000;0;140000;Semarang;Jawa Tengah
6a118f6afad9326442663a66;TRX-29JMA2S3;18/11/2025;Andi Wijaya;user394@example.com;Non-Member;Kopi Susu Gula Aren 1L;Kuliner;65000;2;COD;130000;0;130000;Sukabumi;Jawa Barat
6a118f6afad9326442663a67;TRX-F5P2P9YZ;11/03/2025;Novianti;user395@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;4;Transfer Bank;4800000;0;4800000;Semarang;Jawa Tengah
6a118f6afad9326442663a68;TRX-AKJLZZGG;23/03/2025;Siti Aminah;user396@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;4;Kartu Kredit;260000;0;260000;Surabaya;Jawa Timur
6a118f6afad9326442663a69;TRX-ANLW7Z87;23/05/2026;Dewi Lestari;user397@example.com;Non-Member;Kursi Gaming Premium;Furniture;2500000;1;COD;2500000;0;2500000;Bandung;Jawa Barat
6a118f6afad9326442663a6a;TRX-4KUFPTJJ;16/06/2025;Siti Aminah;user398@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;2;E-Wallet (OVO/Dana);130000;0;130000;Medan;Sumatera Utara
6a118f6afad9326442663a6b;TRX-DG9IAZR1;06/05/2025;Andi Wijaya;user399@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;4;COD;4800000;0;4800000;Makassar;Sulawesi Selatan
6a118f6afad9326442663a6c;TRX-1GKTPK1M;12/01/2026;Dewi Lestari;user400@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;4;COD;80000000;0;80000000;Medan;Sumatera Utara
6a118f6afad9326442663a6d;TRX-RIO98KLJ;26/03/2026;Budi Santoso;user401@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;2;COD;2400000;0;2400000;Jakarta;DKI Jakarta
6a118f6afad9326442663a6e;TRX-6ZP3G4BV;12/11/2025;Mega Pertiwi;user402@example.com;Non-Member;Kemeja Flanel Oversize;Fashion;250000;4;COD;1000000;0;1000000;Bandung;Jawa Barat
6a118f6afad9326442663a6f;TRX-M5SNVK4D;07/04/2025;Jono Adriansyah;user403@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;4;Transfer Bank;52000000;0;52000000;Bandung;Jawa Barat
6a118f6afad9326442663a70;TRX-SKP0QHDL;20/02/2025;Jono Adriansyah;user404@example.com;Non-Member;Kemeja Flanel Oversize;Fashion;250000;3;Transfer Bank;750000;0;750000;Medan;Sumatera Utara
6a118f6afad9326442663a71;TRX-J56XZQHE;19/11/2025;Novianti;user405@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;3;E-Wallet (OVO/Dana);3600000;0;3600000;Surabaya;Jawa Timur
6a118f6afad9326442663a72;TRX-J8HEYMX0;23/12/2025;Andi Wijaya;user406@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;3;COD;105000;0;105000;Medan;Sumatera Utara
6a118f6afad9326442663a73;TRX-KHVRCFGD;22/03/2026;Dewi Lestari;user407@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;3;COD;1350000;0;1350000;Medan;Sumatera Utara
6a118f6afad9326442663a74;TRX-6ICXQNV0;01/05/2026;Rian Hidayat;user408@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;4;Kartu Kredit;52000000;0;52000000;Semarang;Jawa Tengah
6a118f6afad9326442663a75;TRX-I2ERHS2L;01/08/2025;Fahmi Idris;user409@example.com;Non-Member;Sepatu Sneaker Lokal;Fashion;450000;4;E-Wallet (OVO/Dana);1800000;0;1800000;Jakarta;DKI Jakarta
6a118f6afad9326442663a76;TRX-QHP1TPUA;03/03/2026;Jono Adriansyah;user410@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;2;COD;70000;0;70000;Bandung;Jawa Barat
6a118f6afad9326442663a77;TRX-KKD9JUUL;02/03/2025;Mega Pertiwi;user411@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;1;E-Wallet (OVO/Dana);1200000;0;1200000;Semarang;Jawa Tengah
6a118f6afad9326442663a78;TRX-7BHJ7D2I;03/05/2025;Siti Aminah;user412@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;2;Transfer Bank;2400000;0;2400000;Bandung;Jawa Barat
6a118f6afad9326442663a79;TRX-7SJC6JK7;23/06/2025;Mega Pertiwi;user413@example.com;Non-Member;Sepatu Sneaker Lokal;Fashion;450000;1;E-Wallet (OVO/Dana);450000;0;450000;Bandung;Jawa Barat
6a118f6afad9326442663a7a;TRX-JR2GTUMF;22/06/2025;Novianti;user414@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;2;E-Wallet (OVO/Dana);70000;0;70000;Semarang;Jawa Tengah
6a118f6afad9326442663a7b;TRX-LSVZJUQG;13/08/2025;Dewi Lestari;user415@example.com;Non-Member;Kursi Gaming Premium;Furniture;2500000;1;Kartu Kredit;2500000;0;2500000;Surabaya;Jawa Timur
6a118f6afad9326442663a7c;TRX-9G3JZVKK;24/12/2025;Jono Adriansyah;user416@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;2;Kartu Kredit;130000;0;130000;Semarang;Jawa Tengah
6a118f6afad9326442663a7d;TRX-L3P8NXNK;21/09/2025;Siti Aminah;user417@example.com;Non-Member;Kemeja Flanel Oversize;Fashion;250000;3;COD;750000;0;750000;Makassar;Sulawesi Selatan
6a118f6afad9326442663a7e;TRX-QCC0FIRQ;03/03/2026;Eko Prasetyo;user418@example.com;Non-Member;Kopi Susu Gula Aren 1L;Kuliner;65000;4;COD;260000;0;260000;Surabaya;Jawa Timur
6a118f6afad9326442663a7f;TRX-JE5PA9DB;07/02/2025;Eko Prasetyo;user419@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;3;E-Wallet (OVO/Dana);39000000;0;39000000;Jakarta;DKI Jakarta
6a118f6afad9326442663a80;TRX-BSVQ3DO9;16/11/2025;Rian Hidayat;user420@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;1;Transfer Bank;450000;0;450000;Bandung;Jawa Barat
6a118f6afad9326442663a81;TRX-2P9JZNFB;06/02/2026;Andi Wijaya;user421@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;3;Transfer Bank;3600000;0;3600000;Surabaya;Jawa Timur
6a118f6afad9326442663a82;TRX-1DW59491;17/01/2025;Eko Prasetyo;user422@example.com;Non-Member;Sepatu Sneaker Lokal;Fashion;450000;2;E-Wallet (OVO/Dana);900000;0;900000;Bandung;Jawa Barat
6a118f6afad9326442663a83;TRX-PEQU58ZR;17/03/2025;Rian Hidayat;user423@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;2;E-Wallet (OVO/Dana);70000;0;70000;Jakarta;DKI Jakarta
6a118f6afad9326442663a84;TRX-R6RTIUKI;09/03/2026;Jono Adriansyah;user424@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;1;Kartu Kredit;450000;0;450000;Semarang;Jawa Tengah
6a118f6afad9326442663a85;TRX-1F4NU2QF;11/02/2025;Fahmi Idris;user425@example.com;Member;Kursi Gaming Premium;Furniture;2500000;1;Kartu Kredit;2500000;0;2500000;Sukabumi;Jawa Barat
6a118f6afad9326442663a86;TRX-L62FSSHQ;30/09/2025;Budi Santoso;user426@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;1;Transfer Bank;450000;0;450000;Jakarta;DKI Jakarta
6a118f6afad9326442663a87;TRX-W1XI2LJ9;15/05/2026;Novianti;user427@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;3;COD;39000000;0;39000000;Makassar;Sulawesi Selatan
6a118f6afad9326442663a88;TRX-M5D9UYES;08/04/2025;Jono Adriansyah;user428@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;1;E-Wallet (OVO/Dana);1200000;0;1200000;Jakarta;DKI Jakarta
6a118f6afad9326442663a89;TRX-JS2NP25Z;12/05/2026;Budi Santoso;user429@example.com;Non-Member;Sepatu Sneaker Lokal;Fashion;450000;3;E-Wallet (OVO/Dana);1350000;0;1350000;Sukabumi;Jawa Barat
6a118f6afad9326442663a8a;TRX-7UUZBBU6;31/12/2024;Eko Prasetyo;user430@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;3;Kartu Kredit;195000;0;195000;Surabaya;Jawa Timur
6a118f6afad9326442663a8b;TRX-CDO3ZEUC;01/12/2025;Andi Wijaya;user431@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;4;COD;52000000;0;52000000;Bandung;Jawa Barat
6a118f6afad9326442663a8c;TRX-DI4AH1OP;19/09/2025;Eko Prasetyo;user432@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;1;COD;13000000;0;13000000;Semarang;Jawa Tengah
6a118f6afad9326442663a8d;TRX-5F6QGZYB;27/01/2025;Dewi Lestari;user433@example.com;Member;Kursi Gaming Premium;Furniture;2500000;1;COD;2500000;0;2500000;Surabaya;Jawa Timur
6a118f6afad9326442663a8e;TRX-YB630BGE;13/01/2026;Rian Hidayat;user434@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;2;Transfer Bank;2400000;0;2400000;Sukabumi;Jawa Barat
6a118f6afad9326442663a8f;TRX-X2ZSND5B;22/07/2025;Andi Wijaya;user435@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;2;E-Wallet (OVO/Dana);2400000;0;2400000;Sukabumi;Jawa Barat
6a118f6afad9326442663a90;TRX-EWRXESW3;09/04/2026;Novianti;user436@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;3;Transfer Bank;750000;0;750000;Surabaya;Jawa Timur
6a118f6afad9326442663a91;TRX-7FC6GPHV;01/02/2026;Eko Prasetyo;user437@example.com;Non-Member;Kemeja Flanel Oversize;Fashion;250000;4;Transfer Bank;1000000;0;1000000;Medan;Sumatera Utara
6a118f6afad9326442663a92;TRX-1IQXYTC0;24/05/2025;Mega Pertiwi;user438@example.com;Non-Member;Kursi Gaming Premium;Furniture;2500000;1;Kartu Kredit;2500000;0;2500000;Semarang;Jawa Tengah
6a118f6afad9326442663a93;TRX-3CCBNGS3;19/02/2025;Rian Hidayat;user439@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;2;COD;40000000;0;40000000;Jakarta;DKI Jakarta
6a118f6afad9326442663a94;TRX-GBN869RM;23/05/2025;Fahmi Idris;user440@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;1;COD;20000000;0;20000000;Jakarta;DKI Jakarta
6a118f6afad9326442663a95;TRX-GD92I240;13/09/2025;Budi Santoso;user441@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;4;E-Wallet (OVO/Dana);80000000;0;80000000;Makassar;Sulawesi Selatan
6a118f6afad9326442663a96;TRX-NMSTPV6D;20/06/2025;Siti Aminah;user442@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;4;Kartu Kredit;4800000;0;4800000;Sukabumi;Jawa Barat
6a118f6afad9326442663a97;TRX-N0A6M38F;08/08/2025;Andi Wijaya;user443@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;1;Kartu Kredit;13000000;0;13000000;Semarang;Jawa Tengah
6a118f6afad9326442663a98;TRX-5RRIPNQB;08/06/2025;Dewi Lestari;user444@example.com;Member;Kursi Gaming Premium;Furniture;2500000;4;Kartu Kredit;10000000;0;10000000;Medan;Sumatera Utara
6a118f6afad9326442663a99;TRX-2APKU3D2;21/06/2025;Rian Hidayat;user445@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;3;Kartu Kredit;60000000;0;60000000;Medan;Sumatera Utara
6a118f6afad9326442663a9a;TRX-85KIBE8G;24/02/2025;Jono Adriansyah;user446@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;2;Transfer Bank;40000000;0;40000000;Jakarta;DKI Jakarta
6a118f6afad9326442663a9b;TRX-VD1MP1LV;18/10/2025;Novianti;user447@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;1;COD;250000;0;250000;Sukabumi;Jawa Barat
6a118f6afad9326442663a9c;TRX-S3S1I6RJ;27/12/2025;Andi Wijaya;user448@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;4;Transfer Bank;1000000;0;1000000;Semarang;Jawa Tengah
6a118f6afad9326442663a9d;TRX-G8UVD3O8;21/12/2025;Eko Prasetyo;user449@example.com;Member;Kursi Gaming Premium;Furniture;2500000;4;Kartu Kredit;10000000;0;10000000;Jakarta;DKI Jakarta
6a118f6afad9326442663a9e;TRX-T302PFWD;22/02/2026;Jono Adriansyah;user450@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;3;E-Wallet (OVO/Dana);3600000;0;3600000;Jakarta;DKI Jakarta
6a118f6afad9326442663a9f;TRX-1SU8JRJ3;19/05/2025;Andi Wijaya;user451@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;2;COD;70000;0;70000;Sukabumi;Jawa Barat
6a118f6afad9326442663aa0;TRX-8RS0CEAR;05/11/2025;Eko Prasetyo;user452@example.com;Member;Paket Ayam Bakar Madu;Kuliner;35000;1;COD;35000;0;35000;Makassar;Sulawesi Selatan
6a118f6afad9326442663aa1;TRX-BB8P5CEK;04/01/2026;Fahmi Idris;user453@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;3;Transfer Bank;39000000;0;39000000;Bandung;Jawa Barat
6a118f6afad9326442663aa2;TRX-CWJYSY5S;06/08/2025;Mega Pertiwi;user454@example.com;Non-Member;Kursi Gaming Premium;Furniture;2500000;4;E-Wallet (OVO/Dana);10000000;0;10000000;Makassar;Sulawesi Selatan
6a118f6afad9326442663aa3;TRX-0V8BVFFA;06/02/2025;Mega Pertiwi;user455@example.com;Non-Member;Kemeja Flanel Oversize;Fashion;250000;1;Kartu Kredit;250000;0;250000;Surabaya;Jawa Timur
6a118f6afad9326442663aa4;TRX-YQV037VG;27/02/2026;Mega Pertiwi;user456@example.com;Non-Member;Kopi Susu Gula Aren 1L;Kuliner;65000;3;COD;195000;0;195000;Sukabumi;Jawa Barat
6a118f6afad9326442663aa5;TRX-GJK6F8JF;12/05/2025;Eko Prasetyo;user457@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;1;COD;13000000;0;13000000;Sukabumi;Jawa Barat
6a118f6afad9326442663aa6;TRX-B2QJDXMP;24/02/2025;Mega Pertiwi;user458@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;2;COD;2400000;0;2400000;Sukabumi;Jawa Barat
6a118f6afad9326442663aa7;TRX-M0JP0LF4;07/03/2026;Dewi Lestari;user459@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;4;Transfer Bank;1000000;0;1000000;Bandung;Jawa Barat
6a118f6afad9326442663aa8;TRX-BI47Y8U5;06/03/2026;Dewi Lestari;user460@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;2;COD;40000000;0;40000000;Jakarta;DKI Jakarta
6a118f6afad9326442663aa9;TRX-8Q4NO5N0;01/04/2025;Andi Wijaya;user461@example.com;Member;Meja Kerja Minimalis;Furniture;1200000;4;Kartu Kredit;4800000;0;4800000;Surabaya;Jawa Timur
6a118f6afad9326442663aaa;TRX-CDWCFUE6;04/03/2025;Novianti;user462@example.com;Non-Member;Kemeja Flanel Oversize;Fashion;250000;2;Transfer Bank;500000;0;500000;Jakarta;DKI Jakarta
6a118f6afad9326442663aab;TRX-FW4RR1JB;19/11/2025;Fahmi Idris;user463@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;2;Kartu Kredit;26000000;0;26000000;Surabaya;Jawa Timur
6a118f6afad9326442663aac;TRX-DT7NIRHM;03/12/2025;Dewi Lestari;user464@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;1;Transfer Bank;13000000;0;13000000;Surabaya;Jawa Timur
6a118f6afad9326442663aad;TRX-R82AIPFD;13/01/2026;Siti Aminah;user465@example.com;Member;Smartphone Samsung S24;Elektronik;13000000;1;Transfer Bank;13000000;0;13000000;Bandung;Jawa Barat
6a118f6afad9326442663aae;TRX-JT3HJ2DQ;02/06/2025;Dewi Lestari;user466@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;3;Transfer Bank;39000000;0;39000000;Semarang;Jawa Tengah
6a118f6afad9326442663aaf;TRX-LRESVLKP;05/01/2026;Andi Wijaya;user467@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;1;Kartu Kredit;13000000;0;13000000;Semarang;Jawa Tengah
6a118f6afad9326442663ab0;TRX-SW78Z0J8;23/06/2025;Jono Adriansyah;user468@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;3;E-Wallet (OVO/Dana);39000000;0;39000000;Makassar;Sulawesi Selatan
6a118f6afad9326442663ab1;TRX-NCU1E0L9;07/06/2025;Novianti;user469@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;2;Transfer Bank;2400000;0;2400000;Bandung;Jawa Barat
6a118f6afad9326442663ab2;TRX-NA2F1PIJ;18/01/2025;Budi Santoso;user470@example.com;Non-Member;Laptop ASUS ROG;Elektronik;20000000;2;E-Wallet (OVO/Dana);40000000;0;40000000;Bandung;Jawa Barat
6a118f6afad9326442663ab3;TRX-AFZJJD8T;16/05/2025;Andi Wijaya;user471@example.com;Member;Kemeja Flanel Oversize;Fashion;250000;3;Kartu Kredit;750000;0;750000;Surabaya;Jawa Timur
6a118f6afad9326442663ab4;TRX-A87QGHA0;09/03/2025;Siti Aminah;user472@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;3;Transfer Bank;39000000;0;39000000;Jakarta;DKI Jakarta
6a118f6afad9326442663ab5;TRX-YMOT41EG;01/05/2025;Budi Santoso;user473@example.com;Non-Member;Paket Ayam Bakar Madu;Kuliner;35000;2;E-Wallet (OVO/Dana);70000;0;70000;Medan;Sumatera Utara
6a118f6afad9326442663ab6;TRX-CF0LGQ2T;24/03/2026;Fahmi Idris;user474@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;2;Transfer Bank;130000;0;130000;Sukabumi;Jawa Barat
6a118f6afad9326442663ab7;TRX-P6YIJCPQ;17/01/2026;Andi Wijaya;user475@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;2;Kartu Kredit;130000;0;130000;Sukabumi;Jawa Barat
6a118f6afad9326442663ab8;TRX-JQYACOW1;08/06/2025;Dewi Lestari;user476@example.com;Member;Laptop ASUS ROG;Elektronik;20000000;1;Kartu Kredit;20000000;0;20000000;Bandung;Jawa Barat
6a118f6afad9326442663ab9;TRX-1LUPIVI1;09/03/2026;Budi Santoso;user477@example.com;Non-Member;Smartphone Samsung S24;Elektronik;13000000;4;Transfer Bank;52000000;0;52000000;Sukabumi;Jawa Barat
6a118f6afad9326442663aba;TRX-L0IYI2FD;19/03/2026;Budi Santoso;user478@example.com;Non-Member;Meja Kerja Minimalis;Furniture;1200000;2;E-Wallet (OVO/Dana);2400000;0;2400000;Medan;Sumatera Utara
6a118f6afad9326442663abb;TRX-E5IP0NSC;21/08/2025;Siti Aminah;user479@example.com;Member;Kursi Gaming Premium;Furniture;2500000;2;Transfer Bank;5000000;0;5000000;Makassar;Sulawesi Selatan
6a118f6afad9326442663abc;TRX-Z2UBTQ4T;04/04/2026;Novianti;user480@example.com;Member;Sepatu Sneaker Lokal;Fashion;450000;1;Transfer Bank;450000;0;450000;Semarang;Jawa Tengah
6a118f6afad9326442663abd;TRX-BI07USN3;01/01/2026;Fahmi Idris;user481@example.com;Member;Kopi Susu Gula Aren 1L;Kuliner;65000;4;Kartu Kredit;260000;0;260000;Jakarta;DKI Jakarta
6a118f6afad9326442663abe;TRX-8TBVD0NW;11/10/2025;Mega Pertiwi;user482@example.com;Non-Member;Kursi Gaming Premium;Furniture;2500000;1;Transfer Bank;2500000;0;2500000;Semarang;Jawa Tengah
